FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FD9,FD10,FD11,FD12,FD13,FD14,FD15,FD16,FD17,FD18,FD19,FD20,FD21,FD22,FD23,FD24,FD25,FD26,FD27,ISIN,SM,FDD1,FDD2,FDD3,FDD4,FDD5,FDD6,FDD7,ISCHECK,JC,OLD,ISXT,FDAYS,ISTZ,BUREAU,AttenTion
3U8176,320,1234567,ZLXY,0945,1135,ZUXC,,,,,,,,,,,0,或319执行,国内,0,0331,1026,42553,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8181,321,1234567,ZJHK,1215,1530,ZBYN,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42554,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8182,321,1234567,ZBYN,1645,2000,ZJHK,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42555,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8197,320,......7,ZUCK,1505,1700,ZSOF,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,75512,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8198,320,......7,ZSOF,2210,0030,ZUCK,,,,,,,,,,,0,或319/321执行,国内,0,0331,1026,75513,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8199,319,...4.6.,ZLXY,0840,1020,ZULZ,1105,1235,ZPJH,,,,,,,,0,航路航线审核中；或321/320执行,国内,0,0331,1026,42560,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8199,320,.2.....,ZLXY,0840,1020,ZULZ,1105,1235,ZPJH,,,,,,,,0,航路航线审核中；或321/319执行,国内,0,0331,1026,42562,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8200,319,...4.6.,ZPJH,1320,1450,ZULZ,1535,1715,ZLXY,,,,,,,,0,航路航线审核中；或321/320执行,国内,0,0331,1026,42564,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8200,320,.2.....,ZPJH,1320,1450,ZULZ,1535,1715,ZLXY,,,,,,,,0,航路航线审核中；或321/319执行,国内,0,0331,1026,42566,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8201,320,1.3.5.7,ZPPP,1605,1920,ZSPD,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42568,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8201,320,.2.4.6.,ZPPP,1805,2125,ZSPD,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42569,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8202,320,..3.5.7,ZSPD,2025,2350,ZPPP,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,72746,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8202,320,.2.4.6.,ZSPD,2230,0155,ZPPP,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42571,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8202,320,1......,ZSPD,2025,0005,ZPPP,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,72747,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8203,320,.2.4...,ZUXC,1345,1455,ZUGY,,,,,,,,,,,0,或319执行,国内,0,0331,1026,72604,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8204,320,.2.4...,ZUGY,1605,1715,ZUXC,,,,,,,,,,,0,或319执行,国内,0,0331,1026,72605,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8205,320,1234567,ZPPP,1725,1935,ZGGG,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42572,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8206,320,1234567,ZGGG,0615,0845,ZPPP,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42573,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8207,320,1234567,ZYHB,0645,0915,ZSJN,1045,1315,ZGOW,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42574,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8208,320,1......,ZGOW,1435,1705,ZSJN,1810,2030,ZYHB,,,,,,,,0,或319/321执行,国内,0,0331,1026,73554,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8208,320,.234567,ZGOW,1435,1705,ZSJN,1810,2020,ZYHB,,,,,,,,0,或319/321执行,国内,0,0331,1026,73557,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8209,320,1.3.5.7,ZBAA,0755,1005,ZLZW,1055,1350,ZWWW,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42578,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8210,320,1.3.5.7,ZWWW,1755,2055,ZLZW,2155,0005,ZBAA,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42580,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8211,320,1.3.5.7,ZLXY,1740,1955,ZSPD,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42582,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8212,320,1.3.5.7,ZSPD,2055,2330,ZLXY,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42583,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8213,320,.2.4.6.,ZBHD,2230,0030,ZSHC,,,,,,,,,,,0,或319/321执行,国内,0,0331,1026,75524,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8214,320,.2.4.6.,ZSHC,1800,2010,ZBHD,,,,,,,,,,,0,或319/321执行,国内,0,0331,1026,75517,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8215,320,.2.4.67,ZPPP,1440,1725,ZHCC,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42584,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8216,320,.2.4.67,ZHCC,1825,2110,ZPPP,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42585,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8217,319,.2.4.6.,ZUDC,0845,0955,ZULZ,,,,,,,,,,,0,航路航线审核中；,国内,0,0331,1026,42586,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8218,319,.2.4.6.,ZULZ,1040,1150,ZUDC,,,,,,,,,,,0,航路航线审核中；,国内,0,0331,1026,42587,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8219,319,..3.5.7,ZUCK,0905,1035,ZHHH,1130,1240,ZHSN,,,,,,,,0,,国内,0,0331,1026,42588,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8220,319,..3.5..,ZHSN,1325,1430,ZHHH,1520,1655,ZUCK,,,,,,,,0,,国内,0,0331,1026,72751,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8220,319,......7,ZHSN,1325,1430,ZHHH,1520,1700,ZUCK,,,,,,,,0,,国内,0,0331,1026,72753,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8229,319,1.34..7,ZUUU,1635,1810,ZPWS,,,,,,,,,,,0,或320执行,国内,0,0331,1026,42594,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8230,319,......7,ZPWS,1910,2055,ZUUU,,,,,,,,,,,0,或320执行,国内,0,0331,1026,42595,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8230,319,1.3....,ZPWS,1910,2100,ZUUU,,,,,,,,,,,0,或330/321/320执行,国内,0,0331,1026,72756,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8230,319,...4...,ZPWS,1920,2120,ZUUU,,,,,,,,,,,0,或330/321/320执行,国内,0,0331,1026,72757,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8231,319,12...6.,ZUCK,1940,2210,ZSQD,,,,,,,,,,,0,或330/321/320执行,国内,0,0331,1026,42597,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8231,321,..345.7,ZUCK,1940,2210,ZSQD,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42598,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8232,319,12...6.,ZSQD,2310,0155,ZUCK,,,,,,,,,,,0,或330/321/320执行,国内,0,0331,1026,42599,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8232,321,..345.7,ZSQD,2310,0155,ZUCK,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42600,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8233,319,.2.4.6.,ZUUU,1525,1730,ZSYC,1815,1935,ZSAM,,,,,,,,0,航路航线审核中；或330/321/320执行,国内,0,0331,1026,42601,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8234,319,.2.4.6.,ZSAM,2050,2225,ZSYC,2315,0120,ZUUU,,,,,,,,0,航路航线审核中；或330/321/320执行,国内,0,0331,1026,42603,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8237,320,.2.4.6.,ZJSY,1250,1500,ZGHA,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42605,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8238,320,.2.4.6.,ZGHA,1600,1815,ZJSY,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42606,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8239,320,1.3.5.7,ZSHC,0750,1005,ZGSD,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42608,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8239,321,.2.4.6.,ZSHC,1840,2055,ZGSD,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42609,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8240,320,1.3.5.7,ZGSD,2055,2300,ZSHC,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42610,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8240,321,.2.4.6.,ZGSD,2145,2350,ZSHC,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42611,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8241,320,1.3.5.7,ZUXC,0700,0810,ZUGY,0915,1125,ZSWZ,,,,,,,,0,或319执行,国内,0,0331,1026,42612,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8242,320,1.3.5.7,ZSWZ,1230,1455,ZUGY,1555,1710,ZUXC,,,,,,,,0,或319执行,国内,0,0331,1026,42614,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8243,320,.2.4.6.,ZPPP,1520,1805,ZSAM,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42616,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8244,320,.2.4.6.,ZSAM,1915,2205,ZPPP,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42617,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8245,320,1.3.5.7,ZPPP,1815,2045,ZSOF,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42618,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8246,320,1.3.5.7,ZSOF,2135,0015,ZPPP,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42619,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8253,321,.2.4.6.,ZUUU,1430,1635,ZBSJ,1725,1905,ZYTX,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42620,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8254,321,.2.4.6.,ZYTX,2005,2150,ZBSJ,2240,0110,ZUUU,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42622,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8255,319,....5..,ZUUU,0655,0800,ZUDX,0900,1130,ZSQZ,,,,,,,,0,航路航线审核中；或321/320执行,国内,0,0331,1026,42624,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8255,319,1.3....,ZUUU,0715,0815,ZUDX,0900,1130,ZSQZ,,,,,,,,0,航路航线审核中；或321/320执行,国内,0,0331,1026,42626,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8256,319,1.3.5..,ZSQZ,1215,1435,ZUDX,1525,1635,ZUUU,,,,,,,,0,航路航线审核中；或330/321/320执行,国内,0,0331,1026,42628,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8257,320,.2.4.6.,ZUUU,1915,2145,ZBTJ,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42630,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8258,320,.2.4.6.,ZBTJ,2245,0145,ZUUU,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42631,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8259,320,1......,ZUUU,0605,0850,ZSQD,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42632,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8259,321,.234567,ZUUU,0605,0850,ZSQD,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42633,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8260,320,1......,ZSQD,0950,1240,ZUUU,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42634,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8260,321,...4...,ZSQD,0955,1250,ZUUU,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42635,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8260,321,..3.5.7,ZSQD,0955,1255,ZUUU,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42636,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8260,321,.....6.,ZSQD,0955,1305,ZUUU,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42637,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8260,321,.2.....,ZSQD,0955,1310,ZUUU,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42638,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8263,320,1.3.5.7,ZLXY,1435,1605,ZGDY,1650,1840,ZGOW,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42641,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8264,320,1.3.5.7,ZGOW,1930,2135,ZGDY,2225,0005,ZLXY,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42643,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8265,320,.2.4.6.,ZYHB,0725,1050,ZSCN,1145,1415,ZPLJ,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42645,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8266,320,...4...,ZPLJ,1500,1720,ZSCN,1810,2145,ZYHB,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42647,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8266,320,.....6.,ZPLJ,1500,1720,ZSCN,1810,2145,ZYHB,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42649,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8266,320,.2.....,ZPLJ,1500,1720,ZSCN,1810,2155,ZYHB,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42651,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8301,320,.2.4.6.,ZPJH,1350,1510,ZPLJ,,,,,,,,,,,0,,国内,0,0331,1026,72748,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8302,320,.2.4.6.,ZPLJ,1610,1720,ZPJH,,,,,,,,,,,0,或319执行,国内,0,0331,1026,72749,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8305,320,...4.6.,ZYHB,1620,1930,ZSPD,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42678,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8305,319,.2.....,ZYHB,1000,1310,ZSPD,,,,,,,,,,,0,或330/321/320执行,国内,0,0331,1026,42679,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8306,320,...4.6.,ZSPD,2030,2330,ZYHB,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42680,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8306,319,.2.....,ZSPD,1410,1710,ZYHB,,,,,,,,,,,0,或330/321/320执行,国内,0,0331,1026,42681,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8309,320,1234567,ZPPP,1510,1815,ZSLY,,,,,,,,,,,0,或319/321执行,国内,0,0331,1026,72750,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8310,320,1234567,ZSLY,1935,2305,ZPPP,,,,,,,,,,,0,或319/321执行,国内,0,0331,1026,72797,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8311,320,.2.4.6.,ZPJH,0855,1010,ZPLJ,1055,1225,ZUMY,,,,,,,,0,航路航线审核中；,国内,0,0331,1026,72913,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8312,320,.2.4.6.,ZUMY,1340,1515,ZPLJ,1600,1710,ZPJH,,,,,,,,0,航路航线审核中；或319执行,国内,0,0331,1026,72917,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8313,320,......7,ZPJH,2005,2215,ZUNC,,,,,,,,,,,0,航路航线审核中；或319/321执行,国内,0,0331,1026,76613,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8313,320,.2.4.6.,ZPJH,1800,2010,ZUNC,,,,,,,,,,,0,航路航线审核中；或319/321执行,国内,0,0331,1026,76609,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8313,320,1...5..,ZPJH,2005,2215,ZUNC,,,,,,,,,,,0,航路航线审核中；或319/321执行,国内,0,0331,1026,77528,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8314,320,......7,ZUNC,2300,0110,ZPJH,,,,,,,,,,,0,航路航线审核中；或319/321执行,国内,0,0331,1026,76615,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8314,320,.2.4.6.,ZUNC,2055,2305,ZPJH,,,,,,,,,,,0,航路航线审核中；或319执行,国内,0,0331,1026,76610,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8314,320,1...5..,ZUNC,2300,0110,ZPJH,,,,,,,,,,,0,航路航线审核中；或319/321执行,国内,0,0331,1026,77529,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8315,319,1.3.5.7,ZSHC,0630,0750,ZSFY,0830,1035,ZUUU,,,,,,,,0,或320/321执行,国内,0,0331,1026,42682,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8316,320,1.3.5.7,ZUUU,1215,1415,ZSFY,1505,1615,ZSHC,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42684,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8317,320,1.3.5.7,ZUCK,0740,0925,ZHCC,1025,1305,ZYYJ,,,,,,,,0,航路航线审核中；或330/321/319执行,国内,0,0331,1026,42686,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8318,320,1.3.5.7,ZYYJ,1350,1650,ZHCC,1755,1950,ZUCK,,,,,,,,0,航路航线审核中；或330/321/319执行,国内,0,0331,1026,42688,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8319,321,.2.4.6.,ZSNB,1330,1550,ZGKL,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42690,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8320,321,.2.4.6.,ZGKL,1650,1905,ZSNB,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42691,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8325,321,1234567,ZYHB,1320,1610,ZSCG,1705,1830,ZSFZ,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42692,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8326,321,1234567,ZSFZ,1920,2045,ZSCG,2130,0005,ZYHB,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42694,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8329,320,.2.4.6.,ZYHB,0745,1120,ZSCN,1210,1510,ZPJH,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42696,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8330,320,.2.4.6.,ZPJH,1600,1900,ZSCN,1950,2315,ZYHB,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42698,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8349,321,1234567,ZBTJ,0640,1005,ZGNN,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42700,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8350,321,1234567,ZGNN,1150,1515,ZBTJ,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42701,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8355,321,1234567,ZBTJ,1710,1955,ZGOW,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42702,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8356,321,1234567,ZGOW,2040,2315,ZBTJ,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42703,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8357,321,1234567,ZBTJ,0620,0945,ZJHK,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42704,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8358,321,1234567,ZJHK,1045,1430,ZBTJ,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42705,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8361,320,1234567,ZUCK,0730,0905,ZGHA,1010,1140,ZSWZ,,,,,,,,0,或319/321执行,国内,0,0331,1026,72798,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8362,320,1234567,ZSWZ,1220,1400,ZGHA,1500,1635,ZUCK,,,,,,,,0,或319/321执行,国内,0,0331,1026,72800,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8373,320,1234567,ZPPP,0925,1205,ZLXN,1320,1500,ZLDH,,,,,,,,0,或319/321执行,国内,0,0331,1026,42706,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8374,320,1234567,ZLDH,1635,1805,ZLXN,1940,2220,ZPPP,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42708,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8377,321,..3....,ZUUU,0925,1145,ZSXZ,1230,1355,ZYTL,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42710,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8377,321,.....6.,ZUUU,0925,1145,ZSXZ,1230,1400,ZYTL,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42712,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8377,321,1...5.7,ZUUU,0925,1145,ZSXZ,1230,1400,ZYTL,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,67430,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8378,321,..3....,ZYTL,1550,1715,ZSXZ,1800,2015,ZUUU,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42714,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8378,321,......7,ZYTL,1550,1715,ZSXZ,1800,2020,ZUUU,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42716,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8378,321,.....6.,ZYTL,1555,1715,ZSXZ,1800,2040,ZUUU,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42718,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8378,321,1...5..,ZYTL,1550,1715,ZSXZ,1800,2015,ZUUU,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,67419,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8379,321,1234567,ZUUU,0630,0750,ZLXY,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42720,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8380,321,1234567,ZLXY,0600,0740,ZUUU,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42721,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8381,320,...4...,ZUUU,0610,0955,ZYHB,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42722,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8381,320,......7,ZUUU,0610,0955,ZYHB,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,73584,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8381,320,123.56.,ZUUU,0610,1010,ZYHB,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,73582,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8382,320,1...5.7,ZYHB,2120,0125,ZUUU,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42723,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8382,320,.234.6.,ZYHB,2120,0135,ZUUU,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42724,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8401,320,.2.4.6.,ZJSY,2040,0025,ZBAA,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42736,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8402,320,.2.4.6.,ZBAA,0755,1155,ZJSY,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42737,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8419,321,1234567,ZGNN,0950,1230,ZSNB,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42740,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8420,321,1234567,ZSNB,2005,2240,ZGNN,,,,,,,,,,,0,或330/320/319执行,国内,0,0331,1026,42741,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8421,320,.2.4.6.,ZSHC,0950,1200,ZGGG,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42742,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8422,320,.2.4.6.,ZGGG,1310,1520,ZSHC,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,42743,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8423,320,.....6.,ZPJH,0900,1220,ZSXZ,,,,,,,,,,,0,或319/321执行,国内,0,0331,1026,76500,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8423,320,1.3.5.7,ZPJH,0900,1220,ZSXZ,,,,,,,,,,,0,或330/321/319执行,国内,0,0331,1026,75698,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8424,320,1.3.5.7,ZSXZ,1310,1630,ZPJH,,,,,,,,,,,0,或319执行,国内,0,0331,1026,75708,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8424,320,.....6.,ZSXZ,1310,1630,ZPJH,,,,,,,,,,,0,或319执行,国内,0,0331,1026,76501,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8425,320,.2.4.6.,ZUUU,0610,0825,ZBHD,,,,,,,,,,,0,或321/319执行,国内,0,0331,1026,42744,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8426,320,.2.4.6.,ZBHD,0920,1130,ZUUU,,,,,,,,,,,0,或321/319执行,国内,0,0331,1026,42745,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8427,320,.2...6.,ZUUU,0635,0820,ZGKL,0920,1040,ZSLO,,,,,,,,0,航路航线审核中；或321/319执行,国内,0,0331,1026,72935,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
3U8427,320,...4...,ZUUU,0620,0810,ZGKL,0920,1040,ZSLO,,,,,,,,0,航路航线审核中；或330/321/319执行,国内,0,0331,1026,72937,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
